ChaveInstrumento,NomeContratado,NomeUnidadeGestoraReferencia,ModalidadeLicitacao,ValorTotalContratacaoInstrumento,ValorAtualContratacaoInstrumento,percentual_sobrecusto
047E0500002-2025.047E0500002.09.0013-000019-2025,MUQUIFARMA,Fundo Municipal de Saúde de Mimoso do Sul,,12800.0,25600.0,100.0
047E0500002-2025.047E0500002.09.0030-000061-2025,REDALMUS COMERCIAL LTDA,Fundo Municipal de Saúde de Mimoso do Sul,,11274.0,26306.0,133.33333333333331
047E0500002-2025.047E0500002.10.0001-000008-2025,SINDICATO DOS TRABALHADORES RURAIS AGRICULTORES,Fundo Municipal de Saúde de Mimoso do Sul,,23040.0,28800.0,25.0
047E0500002-2025.047E0500002.16.0002-000046-2024-000051-ADE-2024,LL ALUGUEL DE VEICULOS LTDA,Fundo Municipal de Saúde de Mimoso do Sul,,395280.0,790560.0,100.0
047E0500002-2025.047E0500002.16.0010-2025-K47NZ-2025-000020-2025,GREEN MED SAUDE MEDICOS ASSOCIADOS LTDA,Fundo Municipal de Saúde de Mimoso do Sul,,2806128.2,7015320.5,149.99999999999997
047E0500002-2025.047E0500002.16.0011-000068-2024-000021-ADE-2025,GRAFICA ROCHA LTDA,Fundo Municipal de Saúde de Mimoso do Sul,,170675.0,213343.75,25.0
047E0500002-2025.047E0500002.16.0012-000002-2024-000022-ADE-2025,PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,Fundo Municipal de Saúde de Mimoso do Sul,,1554800.0,2862600.0,84.11371237458194
047E0700001-2025.047E0700001.01.0002-000002-2025-000023-2025,GDAI INDUSTRIA  COMERCIO ELETRONICOS EIRELI,Prefeitura Municipal de Mimoso do Sul,Pregão Eletrônico,112000.0,140000.0,25.0
053E0700001-2026.053E0700001.01.0003-000001-2026-000018-PMP-2026,ALP SERVICOS E OBRAS LTDA,Prefeitura Municipal de Pancas,Concorrência,149499.62,175239.11,17.217093929737075
047E0700001-2025.047E0700001.01.0006-000002-2025-000071-2025,TRINITY PAINEIS E SERVICOS LTDA,Prefeitura Municipal de Mimoso do Sul,Concorrência,100207.53,120944.75,20.694273174880173
047E0700001-2025.047E0700001.01.0009-000006-2025-000059-2025,L S ENGENHARIA E CONSTRUTORA LTDA,Prefeitura Municipal de Mimoso do Sul,Concorrência,3439899.68,4047053.92,17.65034729152333
047E0700001-2025.047E0700001.09.0035-000032-2025,Mimoso Comercio de Auto Peças ltda.,Prefeitura Municipal de Mimoso do Sul,,186267.0,186267.0,0.0
047E0700001-2025.047E0700001.10.0005-000017-2025,RODRIGO CURTY PIRES,Prefeitura Municipal de Mimoso do Sul,,48000.0,96000.0,100.0
055E0500002-2026.055E0500002.16.0001-000005-2024-000033-2025,PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,Fundo Municipal de Assistência Social de Pinheiros,,987000.0,1974000.0,100.0
047E0700001-2025.047E0700001.16.0006-000044-2024-000036-ADE-2025,THOMPSON E DUARTE ENGENHARIA LTDA,Prefeitura Municipal de Mimoso do Sul,,17450857.13,21813571.42,25.00000004297785
047E0700001-2025.047E0700001.16.0008-000002-2024-000043-ADE-2025,PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,Prefeitura Municipal de Mimoso do Sul,,3500000.0,5250000.0,50.0
047E0700001-2025.047E0700001.16.0009-000066-2025-000037-2025,THOMPSON E DUARTE ENGENHARIA LTDA,Prefeitura Municipal de Mimoso do Sul,,5880000.0,5880000.0,0.0
047E0700001-2025.047E0700001.16.0012-000003-2025-000060-ADE-2025,BR SOLUÇÕES BRASIL IMPORTAÇÃO E EXPORTAÇÃO,Prefeitura Municipal de Mimoso do Sul,,1391247.36,1391247.36,0.0
047E0700001-2025.047E0700001.16.0018-000003-2025-000125-ADE-2025,BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA,Prefeitura Municipal de Mimoso do Sul,,1595458.6,1595458.6,0.0
047E0800001-2025.047E0800001.09.0001-000012-A-2024,GLOBAL SERVICE - ASSESSORIA E CONSULTORIA LTDA,Instituto de Previdência dos Servidores Públicos Municipais de Mimoso do Sul,,23600.04,29500.05,24.999999999999993
047L0200001-2025.047L0200001.01.0001-000001-2025-000005-A-2025,DALLAS DERIVADOS DE PETROLEO LTDA,Câmara Municipal de Mimoso do Sul,Pregão Eletrônico,234150.0,245645.6,4.9095024556908
047L0200001-2025.047L0200001.09.0005-000002-2025,CONNECT BRASIL VIAGENS E TURISMO LTDA -,Câmara Municipal de Mimoso do Sul,,42160.0,52700.0,25.0
047L0200001-2025.047L0200001.09.0006-000003-2025,CONNECT BRASIL VIAGENS E TURISMO LTDA -,Câmara Municipal de Mimoso do Sul,,56140.7,65492.11,16.657095476187514
048E0500002-2025.048E0500001.01.0001-000001-2025-000003-PAR-2025,COMERCIAL RAMALHO E BREMER LTDA,Fundo Municipal de Assistência Social de Montanha,Pregão Eletrônico,13986.0,25900.0,85.18518518518519
048E0500001-2025.048E0500001.01.0001-000001-2025-000003-ARP-2025,COMERCIAL RAMALHO E BREMER LTDA,Fundo Municipal de Saúde de Montanha,Pregão Eletrônico,417696.0,714886.0,71.14983145637018
048E0500001-2025.048E0500001.09.0021-000022-2025,LEANDRO GOMES DA SILVA 13674076721,Fundo Municipal de Saúde de Montanha,,98950.0,98950.0,0.0
048E0500001-2025.048E0500001.09.0026-000027-2025,RAFAEL OLIVEIRA DOS SANTOS,Fundo Municipal de Saúde de Montanha,,60000.0,60000.0,0.0
048E0500001-2025.048E0500001.09.0027-000028-2025,ECIGLEI PEREIRA MARTINS,Fundo Municipal de Saúde de Montanha,,61673.76,61673.76,0.0
048E0500001-2025.048E0500001.17.0002-000002-2025-000024-2025,ANDRÉ SEGÓVIA DA SILVEIRA-ME,Fundo Municipal de Saúde de Montanha,,324015.18,630323.7,94.5352375157238
048E0500001-2025.048E0500001.17.0002-000002-2025-000025-2025,LEONARDO PESSOA DEPOLO - ME,Fundo Municipal de Saúde de Montanha,,324015.18,630323.7,94.5352375157238
048E0500001-2025.048E0500001.17.0002-000002-2025-000026-2025,ROBERTO CESAR BERNARDES FIGUEIREDO,Fundo Municipal de Saúde de Montanha,,324015.18,630323.7,94.5352375157238
048E0500002-2025.048E0500002.02.0002-000002-2025-000007-ARP-2025,RECANTO CASA DE CARNES LTDA,Fundo Municipal de Assistência Social de Montanha,Pregão Eletrônico,5397.0,11004.21,103.89494163424122
048E0500002-2025.048E0500002.02.0002-000002-2025-000002-ARP-2025,SANTA ROSA COMERCIO DE PRODUTOS ALIMENTÍCIOS LTDA,Fundo Municipal de Assistência Social de Montanha,Pregão Eletrônico,33180.0,67652.33,103.89490657022303
048E0500002-2025.048E0500002.02.0002-000002-2025-000003-ARP-2025,MS SUPERMERCADO LTDA,Fundo Municipal de Assistência Social de Montanha,Pregão Eletrônico,278388.0,567618.93,103.89489848700377
048E0500002-2025.048E0500002.02.0002-000002-2025-000004-ARP-2025,GCP COMERCIO E DISTRIBUIDORA DE PRODUTOS LTDA,Fundo Municipal de Assistência Social de Montanha,Pregão Eletrônico,288881.6,589014.85,103.8949001944049
048E0500002-2025.048E0500002.02.0002-000002-2025-000005-ARP-2025,JBF DISTRIBUIDORA LTDA,Fundo Municipal de Assistência Social de Montanha,Pregão Eletrônico,40380.85,82334.49,103.89489077124432
048E0500002-2025.048E0500002.09.0011-000013-2025,DIONE MARCOS DA SILVA ARAÚJO-ME,Fundo Municipal de Assistência Social de Montanha,,21600.0,43200.0,100.0
048E0500002-2025.048E0500002.09.0013-000017-2025,DESCNET TELECOMUNICAÇÕES LTDA,Fundo Municipal de Assistência Social de Montanha,,3225.6,6451.2,100.0
048E0500002-2025.048E0500002.09.0016-000022-2025,NATANAEL GOMES CARIBE,Fundo Municipal de Assistência Social de Montanha,,29820.0,29820.0,0.0
048E0500002-2025.048E0500002.09.0019-000030-2025,CARLOS PAIXÃO QUEIROZ 00043661742,Fundo Municipal de Assistência Social de Montanha,,5000.0,5000.0,0.0
048E0500002-2025.048E0500002.09.0021-000033-2025,VIVALDO PRATES COUTO,Fundo Municipal de Assistência Social de Montanha,,23040.0,28800.0,25.0
058E0600001-2026.058E0600001.01.0001-090002-2026-000092-2026,CB BICALHO COMERCIO ATACADISTA E EMPREENDIMEN LTDA,Secretaria Municipal de Educação de Presidente Kennedy,Pregão Eletrônico,3382336.37,3382336.37,0.0
059E0100002-2026.059E0100002.09.0001-000001-2026,CISABES,Serviço Autônomo de Água e Esgoto de Rio Bananal,,73217.56,78827.56,7.662096360490571
048E0500002-2025.048E0500002.10.0008-000016-2025,REGIANE CONCEIÇÃO DE SOUZA,Fundo Municipal de Assistência Social de Montanha,,1050.0,2100.0,100.0
048E0500002-2025.048E0500002.10.0011-000026-2025,SÉRGIO RUFINO DE OLIVEIRA,Fundo Municipal de Assistência Social de Montanha,,30000.0,60000.0,100.0
048E0500002-2025.048E0500002.10.0013-000028-2025,JOÃO PEDRO SOARES DOS SANTOS,Fundo Municipal de Assistência Social de Montanha,,2100.0,5250.0,150.0
048E0500002-2025.048E0500002.10.0016-000040-2025,VANDERLY BISPO DOS SANTOS,Fundo Municipal de Assistência Social de Montanha,,2100.0,4200.0,100.0
048E0500002-2025.048E0500002.16.0001-000007-2024-000023-2025,LOCASIL LOCAÇÃO E SERVIÇOS EIRELI,Fundo Municipal de Assistência Social de Montanha,,229416.0,458832.0,100.0
048E0700001-2025.048E0700001.01.0002-000004-2025-000015-ARP-2025,RECANTO RESTAURANTE LTDA,Prefeitura Municipal de Montanha,Pregão Eletrônico,461780.0,939491.69,103.45006063493439
048E0500001-2025.048E0700001.01.0002-000004-2025-000015-2025,RECANTO RESTAURANTE LTDA,Fundo Municipal de Saúde de Montanha,Pregão Eletrônico,62970.0,29892.92,-52.528315070668576
048E0500002-2025.048E0700001.01.0002-000004-2025-000015-2025,RECANTO RESTAURANTE LTDA,Fundo Municipal de Assistência Social de Montanha,Pregão Eletrônico,14693.0,29892.92,103.45007826856325
048E0700001-2025.048E0700001.01.0010-000013-2025-000113-2025,RODRIGUES E CAIRES LTDA,Prefeitura Municipal de Montanha,Pregão Eletrônico,888899.88,1027886.38,15.63578791348245
059E0700001-2026.059E0700001.01.0006-000007-2026-000046-ARP-2026,JBF DISTRIBUIDORA LTDA EPP,Prefeitura Municipal de Rio Bananal,Pregão Eletrônico,499260.6,567638.6,13.695853428049402
048E0700001-2025.048E0700001.02.0001-000001-2025-000011-ARP-2025,JHONE ALVES NASCIMENTO,Prefeitura Municipal de Montanha,Pregão Eletrônico,266852.0,545871.97,104.55981967532564
048E0700001-2025.048E0700001.02.0001-000001-2025-000012-ARP-2025,RONI BARBOSA PRODUTOS ALIMENTICIOS EIRELI,Prefeitura Municipal de Montanha,Pregão Eletrônico,7428.0,15145.31,103.89485729671513
048E0700001-2025.048E0700001.02.0001-000001-2025-000002-ARP-2025,RIO NUTRI SERVICE LTDA,Prefeitura Municipal de Montanha,Pregão Eletrônico,668623.5,1367735.03,104.55982028750113
048E0700001-2025.048E0700001.02.0001-000001-2025-000007-ARP-2025,COMERCIAL RAMALHO E BREMER LTDA,Prefeitura Municipal de Montanha,Pregão Eletrônico,484126.2,1445695.48,198.61955002641872
048E0700001-2025.048E0700001.02.0001-000001-2025-000008-ARP-2025,FORTCOM COMERCIO E DISTRIBUIÇAO LTDA ME,Prefeitura Municipal de Montanha,Pregão Eletrônico,241650.0,492712.03,103.89490171735983
048E0700001-2025.048E0700001.02.0001-000001-2025-000009-ARP-2025,GCP COMERCIO E DISTRIBUIDORA DE PRODUTOS LTDA,Prefeitura Municipal de Montanha,Pregão Eletrônico,504240.0,1028119.64,103.89489925432333
048E0700001-2025.048E0700001.02.0001-000001-2025-000010-ARP-2025,JBF DISTRIBUIDORA LTDA,Prefeitura Municipal de Montanha,Pregão Eletrônico,190679.4,388785.57,103.89489897702637
060E0500001-2026.060E0500001.09.0005-000017-2026,CONSÓRCIO PÚBLICO DA REGIÃO EXPANDIDA SUL - CIM,Fundo Municipal de Saúde de Rio Novo do Sul,,355627.0,496460.72,39.60152631830541
048E0700001-2025.048E0700001.09.0021-000030-2025,DIONE MARCOS DA SILVA ARAÚJO-ME,Prefeitura Municipal de Montanha,,28800.0,58793.14,104.14284722222223
048E0700001-2025.048E0700001.09.0026-000038-2025,LEANDRO GOMES DA SILVA 13674076721,Prefeitura Municipal de Montanha,,110640.0,110640.0,0.0
048E0700001-2025.048E0700001.10.0003-000012-2025,LOURIVAL SANTOS PEREIRA,Prefeitura Municipal de Montanha,,9600.0,19200.0,100.0
048E0700001-2025.048E0700001.10.0005-000020-2025,DEPARTAMENTO DE IMPRENSA OFICIAL,Prefeitura Municipal de Montanha,,100009.98,200019.96,100.0
048E0700001-2025.048E0700001.16.0001-000007-2024-000031-2025,LOCASIL LOCAÇÃO E SERVIÇOS EIRELI,Prefeitura Municipal de Montanha,,762708.0,1525416.0,100.0
048E0700001-2025.048E0700001.16.0003-000003-2024-000068-2025,MATRIX EMPREENDIMENTOS LTDA,Prefeitura Municipal de Montanha,,1515956.62,1887638.58,24.5179812599123
048E0700001-2025.048E0700001.16.0004-000006-2023-000125-2025,IVG BRASIL  LTDA,Prefeitura Municipal de Montanha,,421971.65,444180.68,5.263156896914749
061E0500001-2026.061E0500001.09.0001-000001-2026,CONSORCIO PUBLICO DA REGIAO POLINORTE-CIM POLINORT,Fundo Municipal de Saúde de Santa Leopoldina,,1375000.0,1375000.0,0.0
048L0200001-2025.048L0200001.09.0004-000009-2025,SERTRA SAUDE E SEGURANÇA DO TRABALHO LTDA,Câmara Municipal de Montanha,,9242.4,9242.4,0.0
048L0200001-2025.048L0200001.09.0007-000004-2025,DIONE MARCOS DA SILVA ARAUJO,Câmara Municipal de Montanha,,43900.0,54875.0,25.0
048L0200001-2025.048L0200001.09.0008-000007-2025,BRITO E SILVA COM ELE ELETR LTDA ME,Câmara Municipal de Montanha,,20182.5,20182.5,0.0
048L0200001-2025.048L0200001.09.0020-000020-2025,52.065.409 TULIO NOVAIS SANTANA,Câmara Municipal de Montanha,,3854.0,4817.5,25.0
048L0200001-2025.048L0200001.10.0002-000014-2025,SIVALDO JOSE DOS SANTOS,Câmara Municipal de Montanha,,30000.0,60000.0,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000021-2025,AQ PHARMA LABORATORIO DE MANIPULACAO LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,30750.0,61500.0,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000022-2025,COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,122923.27,245846.54,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000024-2025,Centermedi Comércio de Produtos Hospitalares Ltda,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,64539.82,129079.63,99.99998450568968
049E0500001-2025.049E0500001.01.0002-000002-2025-000026-2025,GMC DISTRIBUIDORA DE MEDICAMENTOS LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,79200.0,158400.0,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000027-2025,HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,318015.34,636030.68,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000029-2025,KASMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,5811.0,11622.0,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000038-2025,CDR BRASIL COMERCIAL LTDA - ME,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,4940.0,9880.0,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000039-2025,CONTA DISTRIBUIDORA DE MEDICAMENTOS LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,5099.7,10199.4,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000040-2025,MEDMAX COMERCIO DE MEDICAMENTOS LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,49196.0,98392.0,100.0
049E0500001-2025.049E0500001.01.0002-000002-2025-000041-2025,VIEIRA  CIA DISTRIBUIDORA LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,3800.0,7600.0,100.0
049E0500001-2025.049E0500001.01.0006-000006-2025-000047-2025,MANOEL DA ROCHA VIANA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,15375.68,15375.68,0.0
049E0500001-2025.049E0500001.01.0006-000006-2025-000048-2025,MEGA MONT LAJES E PRÉ-MOLDADOS LTDA - ME,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,17406.4,17406.4,0.0
049E0500001-2025.049E0500001.01.0006-000006-2025-000050-2025,TARCISIO SILVA WAGMARCKER,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,4844.13,4844.13,0.0
049E0500001-2025.049E0500001.01.0006-000006-2025-000051-2025,WF EMPREENDIMENTOS E MATERIAL DE CONSTRUÇÃO LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Eletrônico,16568.45,33136.9,100.0
049E0500001-2025.049E0500001.01.0007-000001-2025-000078-ARP-2025,PREMIUM PECAS E MECANICA LTDA,Fundo Municipal de Saúde de Mucurici,Pregão Presencial,615800.0,1231600.0,100.0
049E0500001-2025.049E0500001.09.0002-000001-2025,POSTO OURO NEGRO LTDA.,Fundo Municipal de Saúde de Mucurici,,55507.0,62750.0,13.048804655268706
049E0500001-2025.049E0500001.09.0007-000042-2025,ANDRESSA ALVES PEREIRA BARREIRA PRATTIS 1024803376,Fundo Municipal de Saúde de Mucurici,,18300.0,22875.0,25.0
049E0500001-2025.049E0500001.09.0014-000012-2025,LP SOBRINHO COMERCIAL ME,Fundo Municipal de Saúde de Mucurici,,23680.0,47360.0,100.0
049E0500001-2025.049E0500001.09.0016-000015-2025,ER TELECOM LTDA,Fundo Municipal de Saúde de Mucurici,,19780.2,30569.4,54.545454545454554
062E0700001-2026.062E0700001.01.0021-000013-2026-000199-SECTRAN-2026,HM CORPORATE LTDA,Prefeitura Municipal de Santa Maria de Jetibá,Pregão Eletrônico,803400.0,803400.0,0.0
049E0500001-2025.049E0500001.10.0001-000011-2025,ALTAIR VIEIRA GALVÃO,Fundo Municipal de Saúde de Mucurici,,14400.0,28800.0,100.0
049E0500002-2025.049E0500002.01.0002-000002-2025-000002-2025,ARITUR TRANSPORTE E TURISMO LTDA,Fundo Municipal de Assistência Social de Mucurici,Pregão Eletrônico,184223.52,368447.04,100.0
049E0500002-2025.049E0500002.01.0006-000006-2025-000019-2025,MANOEL DA ROCHA VIANA,Fundo Municipal de Assistência Social de Mucurici,Pregão Eletrônico,28401.59,28401.59,0.0
049E0500002-2025.049E0500002.01.0006-000006-2025-000020-2025,MEGA MONT LAJES E PRÉ-MOLDADOS LTDA - ME,Fundo Municipal de Assistência Social de Mucurici,Pregão Eletrônico,2716.2,2716.2,0.0
049E0500002-2025.049E0500002.01.0006-000006-2025-000023-2025,TARCISIO SILVA WAGMARCKER,Fundo Municipal de Assistência Social de Mucurici,Pregão Eletrônico,6507.98,6507.98,0.0
049E0500002-2025.049E0500002.01.0006-000006-2025-000024-2025,WF EMPREENDIMENTOS E MATERIAL DE CONSTRUÇÃO LTDA,Fundo Municipal de Assistência Social de Mucurici,Pregão Eletrônico,16243.48,16243.48,0.0
049E0500002-2025.049E0500002.01.0006-000006-2025-000018-2025,LS MATERIAIS EQUIPAMENTOS LTDA ME,Fundo Municipal de Assistência Social de Mucurici,Pregão Eletrônico,10497.6,10497.6,0.0
049E0500002-2025.049E0500002.01.0010-000001-2025-000037-2025,"BELOS MONTES CONST, COMÉRCIO, SERV E REFRIG LTDA",Fundo Municipal de Assistência Social de Mucurici,Concorrência,504675.23,605766.7,20.030994982654484
049E0500002-2025.049E0500002.09.0007-000006-2025,JOSE CARLOS LOURENCO DA SILVA 03510319796,Fundo Municipal de Assistência Social de Mucurici,,7056.0,18324.0,159.6938775510204
049E0500002-2025.049E0500002.09.0009-000007-2025,ER TELECOM LTDA,Fundo Municipal de Assistência Social de Mucurici,,8991.0,11988.0,33.33333333333333
062L0200001-2026.062L0200001.09.0007-000009-2026,J2 COMERCIO E SERVICOS LTDA,Câmara Municipal de Santa Maria de Jetibá,,7200.0,7200.0,0.0
049E0700001-2025.049E0700001.01.0002-000001-2025-000022-2025,SUPERMERCADO CANAL LTDA,Prefeitura Municipal de Mucurici,Pregão Eletrônico,86240.8,176310.69,104.43999823749314
049E0700001-2025.049E0700001.01.0002-000001-2025-000023-2025,SUPERMERCADO MECOL LTDA ME,Prefeitura Municipal de Mucurici,Pregão Eletrônico,870389.4,1779424.08,104.43999892461926
049E0700001-2025.049E0700001.01.0004-000004-2025-000041-2025,CHIRLEI GOMES ALMEIDA,Prefeitura Municipal de Mucurici,Pregão Eletrônico,2598.7,2598.7,0.0
049E0700001-2025.049E0700001.01.0004-000004-2025-000042-2025,AUTO POSTO EMIRADOS ARABES,Prefeitura Municipal de Mucurici,Pregão Eletrônico,300770.88,300770.88,0.0
049E0700001-2025.049E0700001.01.0004-000004-2025-000043-2025,AUTO POSTO EMIRADOS ARABES,Prefeitura Municipal de Mucurici,Pregão Eletrônico,1696680.0,1819555.0,7.242084541575313
049E0700001-2025.049E0700001.01.0005-000005-2025-000063-2025,AUTO POSTO EMIRADOS ARABES,Prefeitura Municipal de Mucurici,Pregão Eletrônico,91136.9,182273.8,100.0
049E0700001-2025.049E0700001.01.0005-000005-2025-000064-2025,CHIRLEI GOMES ALMEIDA,Prefeitura Municipal de Mucurici,Pregão Eletrônico,377696.4,755392.8,100.0
063E0700001-2026.063E0700001.01.0005-000041-2025-000032-2026,JBF DISTRIBUIDORA LTDA,Prefeitura Municipal de Santa Teresa,Pregão Eletrônico,20250.0,40500.0,100.0
049E0700001-2025.049E0700001.01.0008-000008-2025-000055-2025,AUTO POSTO EMIRADOS ARABES,Prefeitura Municipal de Mucurici,Pregão Eletrônico,45880.0,91760.0,100.0
049E0700001-2025.049E0700001.01.0008-000008-2025-000057-2025,SUPERMERCADO MECOL LTDA ME,Prefeitura Municipal de Mucurici,Pregão Eletrônico,390255.84,878075.64,124.99999999999997
064E0500006-2026.064E0500006.10.0001-000005-2026,Antonio Jacy Torezani,Fundo Municipal de Saúde de São Domingos do Norte,,36000.0,36000.0,0.0
049E0700001-2025.049E0700001.01.0021-000016-2025-000126-2025,TERRA BRASIL INDUSTRIA E COMERCIO EIRELI,Prefeitura Municipal de Mucurici,Pregão Eletrônico,573286.2,631586.2,10.169440673785624
049E0700001-2025.049E0700001.01.0026-000020-2025-000008-2026,BRITO E SILVA COMERCIO ELETRO ELETRONICO LTDA,Prefeitura Municipal de Mucurici,Pregão Eletrônico,99360.0,123360.0,24.154589371980677
049E0700001-2025.049E0700001.09.0003-000031-2025,STERCE MAQUINAS LTDA,Prefeitura Municipal de Mucurici,,79600.0,318400.0,300.0
049E0700001-2025.049E0700001.09.0019-000019-2025,NASSAU EDITORA RADIO E TELEVISAO LTDA- JORNAL A TR,Prefeitura Municipal de Mucurici,,18400.0,18400.0,0.0
049E0700001-2025.049E0700001.09.0020-000040-2025,DELAI- LUIZ GUILHERME DELAI COSTA-ME,Prefeitura Municipal de Mucurici,,19608.0,40906.8,108.6230110159119
049E0700001-2025.049E0700001.09.0021-000030-2025,ASSOCIACAO DE CATADORES DE MATERIAIS REC. ASMUC,Prefeitura Municipal de Mucurici,,280500.0,384721.44,37.155593582887704
049E0700001-2025.049E0700001.09.0028-000044-2025,JOSE CARLOS LOURENCO DA SILVA 03510319796,Prefeitura Municipal de Mucurici,,30576.0,64524.0,111.0282574568289
049E0700001-2025.049E0700001.16.0001-01/2024-2025-000090-2025,MATRIX EMPREENDIMENTOS LTDA,Prefeitura Municipal de Mucurici,,650417.68,1300835.36,100.0
049L0200001-2025.049L0200001.01.0001-000001-2025-000025-2025,EL producoes do software,Câmara Municipal de Mucurici,Pregão Eletrônico,234237.88,236717.88,1.0587527516898632
049L0200001-2025.049L0200001.09.0005-000009-2025,SAMUEL DE OLIVEIRA PINTO,Câmara Municipal de Mucurici,,1352.0,1352.0,0.0
049L0200001-2025.049L0200001.09.0010-000019-2025,LICITA.COM LTDA,Câmara Municipal de Mucurici,,12000.0,36000.0,200.0
050E0700001-2025.050E0700001.01.0001-000001-2025-000059-2025,CONSORCIO TPA GABIMARINO MUNIZ FREIRE,Prefeitura Municipal de Muniz Freire,Concorrência,751590.0,920130.41,22.424514695512183
050E0700001-2025.050E0700001.01.0003-000003-2025-000076-2025,JB DA SILVA JUNIOR LTDA,Prefeitura Municipal de Muniz Freire,Concorrência,430000.0,430000.0,0.0
050E0700001-2025.050E0700001.01.0014-000009-2025-000090-2025,M G P CONSTRUCOES E SERVICOS LTDA,Prefeitura Municipal de Muniz Freire,Concorrência,1199900.0,1288693.68,7.400090007500619
050E0500003-2025.050E0500003.01.0002-000011-2025-000046-ARP-2025,V P DIAS POPE,Fundo Municipal de Assistência Social de Muniz Freire,Pregão Eletrônico,76680.0,153360.0,100.0
050E0700001-2025.050E0700001.09.0035-000086-2025,LC INOVACOES EM ENGENHARIA LTDA,Prefeitura Municipal de Muniz Freire,,121200.0,242400.0,100.0
050E0700001-2025.050E0700001.16.0001-000008-2024-000046-2025,MEGA CONSTRUTORA E SERVIÇOS LTDA,Prefeitura Municipal de Muniz Freire,,71935.08,148608.56,106.58705043491992
050E0700001-2025.050E0700001.16.0001-000008-2024-000010-2025,MEGA CONSTRUTORA E SERVIÇOS LTDA,Prefeitura Municipal de Muniz Freire,,622544.28,1788024.94,187.2124919371197
065E0700001-2026.065E0700001.16.0002-000009-2025-000111-2025,BRAPE CONSTRUTORA LTDA,Prefeitura Municipal de São Gabriel da Palha,,28500000.0,28500000.0,0.0
050E0700001-2025.050E0700001.16.0004-000010-2024-000028-2025,LIUGONG LATIN AMER. MAQ. PARA CONSTR. PESADA LTDA,Prefeitura Municipal de Muniz Freire,,580000.0,580000.0,0.0
050E0700001-2025.050E0700001.16.0006-000063-2024-000026-2025,AUTOBEL COMERCIO DE PEÇAS E SERVIÇOS LTDA,Prefeitura Municipal de Muniz Freire,,1000000.0,1250000.0,25.0
050L0200001-2025.050L0200001.09.0009-000001-2025,Alaine Almeida Gonçalves - Manutel,Câmara Municipal de Muniz Freire,,30790.0,60158.28,95.38252679441376
050L0200001-2025.050L0200001.09.0023-000005-2025,JADER ANTÔNIO DA SILVA,Câmara Municipal de Muniz Freire,,20900.0,20900.0,0.0
050L0200001-2025.050L0200001.09.0042-000007-2025,DVL CONSTRUÇÕES E SERVIÇOS LTDA,Câmara Municipal de Muniz Freire,,44500.0,44500.0,0.0
051E0500001-2025.051E0500001.09.0011-000017-2025,QUALIMAGE COMERCIO SERVICOS E REPRESENTACOES LTDA,Fundo Municipal de Saúde de Muqui,,9360.0,28080.0,200.0
051E0500001-2025.051E0500001.16.0001-000016-2024-000007-2025,KAELE LTDA,Fundo Municipal de Saúde de Muqui,,203256.0,412794.0,103.09068366985477
051E0500001-2025.051E0500001.16.0003-000080-2024-000028-2025,VETORIAL - DEFENSIVOS AGRIC.E DOMISSANITARIOS LTDA,Fundo Municipal de Saúde de Muqui,,98382.0,196764.0,100.0
066E0700001-2026.066E0700001.09.0014-000050-2025,INSTITUTO ACAO,Prefeitura Municipal de São José do Calçado,,117120.0,117120.0,0.0
051E0700001-2025.051E0700001.01.0010-000010-2025-000083-2025,15.688.836 XIMENE ERNESTO FERREIRA,Prefeitura Municipal de Muqui,Pregão Eletrônico,25926.0,24673.8,-4.829900485998614
